customerID,tenure,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Risk_Score,Risk_Tier,Predicted_LTV,Expected_Monthly_Loss,Expected_LTV_Loss,Value_Segment,Action_Quadrant,Recommended_Action
1091-SOZGA,56,One year,Fiber optic,Credit card (automatic),No,No,Yes,99.8,5515.45,No,0.1658,16.6,Low Risk,5586.59,16.55,926.26,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2928-HLDBA,6,Month-to-month,No,Mailed check,No internet service,No internet service,No,20.7,112.75,No,0.1091,10.9,Low Risk,123.91,2.26,13.52,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0404-SWRVG,3,Month-to-month,Fiber optic,Electronic check,No,No,Yes,74.4,229.55,Yes,0.8447,84.5,Critical Risk,227.03,62.85,191.77,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6497-TILVL,7,Month-to-month,DSL,Mailed check,No,Yes,No,50.7,350.35,No,0.168,16.8,Low Risk,355.8,8.52,59.77,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7219-TLZHO,4,Month-to-month,No,Mailed check,No internet service,No internet service,No,20.85,62.9,No,0.1004,10.0,Low Risk,81.54,2.09,8.19,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4622-YNKIJ,33,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,88.95,3027.65,No,0.0786,7.9,Low Risk,2976.79,6.99,233.98,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4412-YLTKF,27,Month-to-month,Fiber optic,Electronic check,No,No,Yes,78.05,2135.5,Yes,0.559,55.9,High Risk,2132.5,43.63,1192.07,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6734-PSBAW,72,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,23.55,1723.95,No,0.0079,0.8,Low Risk,1705.28,0.19,13.47,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3930-ZGWVE,1,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.75,19.75,No,0.1574,15.7,Low Risk,19.75,3.11,3.11,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2639-UGMAZ,71,One year,DSL,Electronic check,No,Yes,Yes,56.45,3985.35,No,0.0669,6.7,Low Risk,3987.53,3.78,266.77,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2876-GZYZC,13,Month-to-month,Fiber optic,Electronic check,No,No,Yes,85.95,1215.65,No,0.4477,44.8,Medium Risk,1148.43,38.48,514.15,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6207-WIOLX,25,Month-to-month,DSL,Credit card (automatic),No,Yes,Yes,58.6,1502.65,Yes,0.443,44.3,Medium Risk,1469.63,25.96,651.05,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8587-XYZSF,67,Two year,DSL,Bank transfer (automatic),Yes,No,No,50.55,3260.1,No,0.0079,0.8,Low Risk,3286.7,0.4,25.96,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3091-FYHKI,1,Month-to-month,DSL,Electronic check,No,No,Yes,35.45,35.45,Yes,0.801,80.1,Critical Risk,35.58,28.4,28.5,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
2372-HWUHI,2,Month-to-month,DSL,Electronic check,No,No,No,44.35,81.25,Yes,0.6266,62.7,High Risk,88.74,27.79,55.6,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
7799-LGRDP,43,Two year,No,Credit card (automatic),No internet service,No internet service,Yes,25.7,1188.2,No,0.0126,1.3,Low Risk,1135.15,0.32,14.3,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7850-VWJUU,23,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,Yes,75.0,1778.5,No,0.1709,17.1,Low Risk,1748.84,12.82,298.88,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3774-VBNXY,64,Two year,No,Mailed check,No internet service,No internet service,No,20.2,1277.75,No,0.0044,0.4,Low Risk,1274.02,0.09,5.61,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6217-KDYWC,57,Two year,No,Mailed check,No internet service,No internet service,Yes,19.6,1170.55,No,0.0084,0.8,Low Risk,1127.81,0.16,9.47,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0390-DCFDQ,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,70.45,70.45,Yes,0.7374,73.7,Critical Risk,70.44,51.95,51.94,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
3146-MSEGF,72,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,88.05,6425.65,No,0.0162,1.6,Low Risk,6335.56,1.43,102.64,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4080-OGPJL,8,Month-to-month,DSL,Electronic check,Yes,Yes,No,71.15,563.65,Yes,0.5659,56.6,High Risk,563.92,40.26,319.12,High Value,Immediate Intervention,Account Exec Call: Autopay Migration + $15 Credit
1095-WGNGG,61,Two year,Fiber optic,Bank transfer (automatic),No,No,Yes,101.05,5971.25,No,0.0849,8.5,Low Risk,6099.21,8.58,517.82,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2636-SJDOU,64,One year,Fiber optic,Credit card (automatic),No,Yes,Yes,84.3,5289.05,No,0.0648,6.5,Low Risk,5379.18,5.46,348.57,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1131-QQZEB,71,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,23.95,1756.2,No,0.0067,0.7,Low Risk,1714.35,0.16,11.49,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5716-EZXZN,65,Two year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,99.05,6416.7,No,0.0406,4.1,Low Risk,6401.55,4.02,259.9,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6837-BJYDQ,3,One year,No,Mailed check,No internet service,No internet service,No,19.6,61.35,No,0.0675,6.7,Low Risk,58.89,1.32,3.98,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2135-RXIHG,1,Month-to-month,DSL,Electronic check,No,No,Yes,45.65,45.65,Yes,0.7292,72.9,Critical Risk,45.66,33.29,33.3,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
6440-DKQGE,30,One year,DSL,Credit card (automatic),No,No,No,64.5,1929.95,No,0.0463,4.6,Low Risk,1931.98,2.99,89.45,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3466-BYAVD,15,Month-to-month,DSL,Mailed check,Yes,No,Yes,69.5,1071.4,No,0.114,11.4,Low Risk,1069.29,7.92,121.9,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3780-YVMFA,8,Month-to-month,DSL,Electronic check,Yes,No,Yes,68.55,564.35,No,0.3907,39.1,Medium Risk,548.22,26.78,214.19,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3874-EQOEP,7,Month-to-month,Fiber optic,Mailed check,No,No,No,95.0,655.5,Yes,0.8169,81.7,Critical Risk,661.94,77.61,540.74,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
1679-JRFBR,70,One year,Fiber optic,Credit card (automatic),No,Yes,Yes,108.15,7930.55,No,0.0872,8.7,Low Risk,7632.77,9.43,665.58,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9073-ZZIAY,62,Two year,DSL,Electronic check,Yes,Yes,No,86.1,5215.25,No,0.0153,1.5,Low Risk,5304.94,1.32,81.17,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3077-RSNTJ,6,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.7,113.5,No,0.1087,10.9,Low Risk,117.71,2.14,12.8,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6551-GNYDG,14,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,80.9,1152.8,No,0.298,29.8,Medium Risk,1137.68,24.11,339.03,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9167-APMXZ,22,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,84.15,1821.95,No,0.4836,48.4,High Risk,1837.61,40.69,888.67,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2749-CTKAJ,22,One year,No,Mailed check,No internet service,No internet service,No,20.15,419.9,No,0.0229,2.3,Low Risk,434.05,0.46,9.94,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6371-NZYEG,16,Two year,DSL,Mailed check,No,Yes,No,64.25,1024.0,No,0.0243,2.4,Low Risk,1017.55,1.56,24.73,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7554-NEWDD,10,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,25.7,251.6,No,0.0328,3.3,Low Risk,253.91,0.84,8.33,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8992-VONJD,13,Month-to-month,DSL,Electronic check,No,Yes,Yes,56.0,764.55,No,0.1264,12.6,Low Risk,731.61,7.08,92.48,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0867-MKZVY,20,Month-to-month,Fiber optic,Electronic check,No,Yes,No,82.4,1592.35,Yes,0.5388,53.9,High Risk,1630.47,44.4,878.5,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
4482-EWFMI,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,69.7,135.2,No,0.5221,52.2,High Risk,139.26,36.39,72.71,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
4648-YPBTM,53,Two year,DSL,Bank transfer (automatic),Yes,No,Yes,73.9,3958.25,No,0.0361,3.6,Low Risk,3934.74,2.67,142.04,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2907-ILJBN,11,One year,No,Mailed check,No internet service,No internet service,No,20.6,233.9,No,0.046,4.6,Low Risk,226.79,0.95,10.43,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6345-FZOQH,69,Two year,No,Mailed check,No internet service,No internet service,No,19.9,1363.45,No,0.0047,0.5,Low Risk,1371.03,0.09,6.44,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3376-BMGFE,4,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,70.9,273.0,Yes,0.7468,74.7,Critical Risk,281.79,52.95,210.44,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
5997-OPVFA,72,Two year,DSL,Bank transfer (automatic),Yes,Yes,Yes,89.05,6254.45,No,0.0172,1.7,Low Risk,6339.46,1.53,109.04,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3445-HXXGF,58,Month-to-month,DSL,Electronic check,No,No,Yes,45.3,2651.2,Yes,0.513,51.3,High Risk,2657.56,23.24,1363.33,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
1159-WFSGR,16,Month-to-month,No,Electronic check,No internet service,No internet service,No,20.4,321.4,No,0.073,7.3,Low Risk,324.48,1.49,23.69,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7654-YWJUF,43,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,84.25,3539.25,No,0.0705,7.1,Low Risk,3607.03,5.94,254.3,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1875-QIVME,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,104.4,242.8,Yes,0.8903,89.0,Critical Risk,224.84,92.95,200.18,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6727-IOTLZ,14,Two year,DSL,Mailed check,Yes,No,No,81.95,1181.75,No,0.0452,4.5,Low Risk,1157.47,3.7,52.32,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0691-JVSYA,53,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,94.85,5000.2,Yes,0.4552,45.5,High Risk,5024.6,43.18,2287.2,High Value,Immediate Intervention,Dedicated Retention Outreach + 15% Annual Discount
5918-VUKWP,32,One year,No,Bank transfer (automatic),No internet service,No internet service,No,20.55,654.55,No,0.0209,2.1,Low Risk,649.8,0.43,13.58,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1744-JHKYS,34,Month-to-month,No,Electronic check,No internet service,No internet service,No,24.7,780.2,No,0.0876,8.8,Low Risk,809.15,2.16,70.88,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2656-FMOKZ,15,Month-to-month,Fiber optic,Mailed check,No,No,Yes,74.45,1145.7,Yes,0.6979,69.8,High Risk,1126.83,51.96,786.41,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2070-FNEXE,7,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,No,76.45,503.6,Yes,0.485,48.5,High Risk,514.92,37.08,249.74,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
5947-SGKCL,15,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,105.35,1559.25,No,0.4229,42.3,Medium Risk,1570.34,44.55,664.1,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3712-PKXZA,61,One year,No,Credit card (automatic),No internet service,No internet service,Yes,20.55,1252.0,No,0.0183,1.8,Low Risk,1238.01,0.38,22.66,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6317-YPKDH,1,Month-to-month,DSL,Bank transfer (automatic),No,No,No,29.95,29.95,Yes,0.3859,38.6,Medium Risk,30.03,11.56,11.59,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6582-OIVSP,1,Month-to-month,DSL,Mailed check,No,No,No,45.3,45.3,No,0.4278,42.8,Medium Risk,45.31,19.38,19.38,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9367-WXLCH,8,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,84.5,662.65,Yes,0.7572,75.7,Critical Risk,677.2,63.98,512.78,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
5524-KHNJP,33,One year,DSL,Credit card (automatic),No,Yes,No,74.75,2453.3,No,0.0381,3.8,Low Risk,2449.93,2.85,93.34,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1918-ZBFQJ,13,Month-to-month,Fiber optic,Electronic check,No,No,Yes,79.25,1111.65,Yes,0.6354,63.5,High Risk,1124.67,50.36,714.62,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
1024-GUALD,1,Month-to-month,DSL,Electronic check,No,No,Yes,24.8,24.8,Yes,0.754,75.4,Critical Risk,24.77,18.7,18.68,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
4827-USJHP,20,Month-to-month,DSL,Mailed check,No,No,Yes,51.8,1023.85,No,0.1472,14.7,Low Risk,1030.81,7.62,151.74,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8167-GJLRN,3,Month-to-month,DSL,Electronic check,Yes,No,No,30.4,82.15,No,0.2754,27.5,Medium Risk,90.17,8.37,24.83,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0956-SYCWG,13,One year,No,Electronic check,No internet service,No internet service,No,19.65,244.8,No,0.0495,4.9,Low Risk,255.61,0.97,12.65,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8017-UVSZU,40,Month-to-month,DSL,Credit card (automatic),No,No,No,56.6,2379.1,No,0.0898,9.0,Low Risk,2304.5,5.08,206.94,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7100-FQPRV,43,One year,DSL,Credit card (automatic),Yes,Yes,Yes,71.9,3173.35,No,0.0358,3.6,Low Risk,3118.37,2.57,111.64,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2472-OVKUP,6,Month-to-month,Fiber optic,Electronic check,No,No,Yes,91.0,531.0,Yes,0.8063,80.6,Critical Risk,542.4,73.37,437.34,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2984-RGEYA,69,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,19.75,1375.4,No,0.0035,0.3,Low Risk,1364.45,0.07,4.78,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9680-NIAUV,72,Two year,Fiber optic,Credit card (automatic),No,Yes,No,109.7,8129.3,No,0.0293,2.9,Low Risk,7912.99,3.21,231.85,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2146-EGVDT,59,Two year,No,Credit card (automatic),No internet service,No internet service,No,19.3,1192.7,No,0.0052,0.5,Low Risk,1153.06,0.1,6.0,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2604-IJPDU,20,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,96.55,1901.65,No,0.3264,32.6,Medium Risk,1933.28,31.51,631.02,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9178-JHUVJ,24,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,24.1,587.4,No,0.0174,1.7,Low Risk,595.1,0.42,10.35,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6168-YBYNP,59,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,111.35,6519.75,No,0.2848,28.5,Medium Risk,6525.18,31.71,1858.37,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7255-SSFBC,72,Two year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,112.25,8041.65,No,0.043,4.3,Low Risk,8082.56,4.83,347.55,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3645-DEYGF,1,Month-to-month,No,Mailed check,No internet service,No internet service,No,20.75,20.75,No,0.1094,10.9,Low Risk,20.71,2.27,2.27,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9323-HGFWY,27,One year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,101.9,2681.15,No,0.144,14.4,Low Risk,2729.48,14.67,393.05,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8544-GOQSH,14,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,80.05,1112.3,No,0.1902,19.0,Low Risk,1123.11,15.23,213.62,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3363-DTIVD,71,Two year,Fiber optic,Electronic check,No,Yes,No,105.55,7405.5,No,0.0549,5.5,Low Risk,7488.36,5.79,411.11,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7018-WBJNK,13,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,78.3,1033.95,No,0.4463,44.6,Medium Risk,1026.78,34.95,458.25,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9142-KZXOP,44,Month-to-month,Fiber optic,Credit card (automatic),No,No,No,68.85,2958.95,No,0.164,16.4,Low Risk,2990.55,11.29,490.45,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7674-YTAFD,33,One year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,79.95,2684.85,No,0.0749,7.5,Low Risk,2651.88,5.99,198.63,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6348-SNFUS,72,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,55.45,4179.2,No,0.0103,1.0,Low Risk,4054.88,0.57,41.77,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1285-OKIPP,1,Month-to-month,Fiber optic,Electronic check,No,No,No,79.9,79.9,Yes,0.8013,80.1,Critical Risk,79.96,64.02,64.07,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
7825-ECJRF,19,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,106.6,1934.45,Yes,0.6813,68.1,High Risk,1974.46,72.63,1345.2,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
1347-KTTTA,64,One year,Fiber optic,Credit card (automatic),Yes,No,Yes,102.45,6654.1,No,0.1045,10.4,Low Risk,6558.46,10.71,685.36,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7841-TZDMQ,2,Month-to-month,DSL,Credit card (automatic),No,No,Yes,46.0,84.5,Yes,0.6136,61.4,High Risk,90.07,28.23,55.27,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
4195-NZGTA,1,Month-to-month,DSL,Electronic check,No,No,No,25.25,25.25,No,0.3779,37.8,Medium Risk,25.24,9.54,9.54,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7157-SMCFK,61,Two year,No,Mailed check,No internet service,No internet service,No,19.75,1124.2,No,0.005,0.5,Low Risk,1193.16,0.1,5.97,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4709-LKHYG,29,One year,No,Electronic check,No internet service,No internet service,No,20.0,540.05,No,0.0304,3.0,Low Risk,572.31,0.61,17.4,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2504-DSHIH,23,Month-to-month,Fiber optic,Electronic check,No,No,No,86.8,1975.85,No,0.3607,36.1,Medium Risk,2004.69,31.31,723.09,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0699-NDKJM,57,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,58.75,3437.45,No,0.1144,11.4,Low Risk,3379.57,6.72,386.62,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9286-BHDQG,72,Two year,DSL,Credit card (automatic),Yes,Yes,No,45.25,3139.8,No,0.0058,0.6,Low Risk,3153.13,0.26,18.29,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0230-WEQUW,66,Two year,DSL,Bank transfer (automatic),Yes,Yes,Yes,56.6,3789.2,No,0.0152,1.5,Low Risk,3782.08,0.86,57.49,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
